Datum,Niederschlag_mm,Station,Zaehldaten,geometry,lon,lat,baseline_count,normalized_count
2024-03-31,1.08,Schmeddingstraße,1018.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.39202849715991145
2024-03-31,1.08,Weißenburgstraße,531.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.4197924377237639
2024-03-31,1.08,"Kanalpromenade, Abschnitt 6",1147.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,1.644994258916277
2024-03-31,1.08,Bismarckallee,1699.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.31187755062276346
2024-03-31,1.08,Coesfelder Kreuz,1655.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.30104208320430065
2024-03-31,1.08,Grevener Straße,496.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.3615357225142953
2024-04-01,1.06,Wolbecker Straße,1854.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,0.20550532890949702
2024-04-01,1.06,Promenade (nördlich Salzstraße),3252.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,0.22016819814491584
2024-04-01,1.06,Hafenstraße,2060.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.302379851433932
2024-04-01,1.06,Gartenstraße,562.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,0.20713156083711354
2024-04-01,1.06,Hammer Straße,2898.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,0.20317179409282166
2024-04-01,1.06,Hüfferstraße,822.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.14757531470830162
2024-04-01,1.06,Warendorfer Straße,1268.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,0.21622777734423548
2024-04-01,1.06,Neutor,2070.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,0.18525508283489472
2024-04-01,1.06,"Kanalpromenade, Abschnitt 5",247.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,0.19908542101886728
2024-04-01,1.06,Promenade (in Höhe Hals),2069.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,0.21647169815268916
2024-04-01,1.06,"Kanalpromenade, Abschnitt 1",262.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,0.19466857090738404
2024-04-01,1.06,Lütkenbecker Weg,525.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,0.16879523043127576
2024-04-01,1.06,Bohlweg,853.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,0.19608337409478555
2024-04-01,1.06,Kinderhauser Straße,270.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.26044303886985765
2024-04-01,1.06,Gasselstiege,708.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,0.25226444289200134
2024-04-01,1.06,Schmeddingstraße,528.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.20333108693559257
2024-04-01,1.06,Weißenburgstraße,321.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.25377282958442227
2024-04-01,1.06,"Kanalpromenade, Abschnitt 6",136.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,0.19504727045563527
2024-04-01,1.06,Bismarckallee,926.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.16998152553071158
2024-04-01,1.06,Coesfelder Kreuz,1111.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.20208927760723747
2024-04-01,1.06,Grevener Straße,407.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.29666338520830277
2024-04-02,0.2799999999999999,Wolbecker Straße,7282.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,0.807168179675813
2024-04-02,0.2799999999999999,Promenade (nördlich Salzstraße),12601.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,0.8531179166125721
2024-04-02,0.2799999999999999,Hafenstraße,5426.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.796462657223551
2024-04-02,0.2799999999999999,Gartenstraße,2479.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,0.9136639489594385
2024-04-02,0.2799999999999999,Hammer Straße,12164.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,0.8527887175103804
2024-04-02,0.2799999999999999,Hüfferstraße,4340.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.7791689365377482
2024-04-02,0.2799999999999999,Warendorfer Straße,5630.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,0.9600649735394683
2024-04-02,0.2799999999999999,Neutor,8296.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,0.7424522546851626
2024-04-02,0.2799999999999999,"Kanalpromenade, Abschnitt 5",794.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,0.6399749971213791
2024-04-02,0.2799999999999999,Promenade (in Höhe Hals),7531.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,0.7879402410768014
2024-04-02,0.2799999999999999,"Kanalpromenade, Abschnitt 1",782.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,0.5810336734716578
2024-04-02,0.2799999999999999,Lütkenbecker Weg,2501.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,0.8041083263021346
2024-04-02,0.2799999999999999,Bohlweg,3458.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,0.7949077463303265
2024-04-02,0.2799999999999999,Kinderhauser Straße,954.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.9202320706734971
2024-04-02,0.2799999999999999,Gasselstiege,2339.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,0.8333990563903829
2024-04-02,0.2799999999999999,Schmeddingstraße,1832.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.7054972561856167
2024-04-02,0.2799999999999999,Weißenburgstraße,1071.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.8467000015106425
2024-04-02,0.2799999999999999,"Kanalpromenade, Abschnitt 6",222.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,0.3183859855966988
2024-04-02,0.2799999999999999,Bismarckallee,3854.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.7074609064744735
2024-04-02,0.2799999999999999,Coesfelder Kreuz,4756.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.8651094548155007
2024-04-02,0.2799999999999999,Grevener Straße,1155.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.8418825796451835
2024-04-03,0.31,Wolbecker Straße,7884.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,0.8738964472073756
2024-04-03,0.31,Promenade (nördlich Salzstraße),12738.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,0.8623931451322072
2024-04-03,0.31,Hafenstraße,6328.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.9288639319776318
2024-04-03,0.31,Gartenstraße,2275.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,0.8384774037445432
2024-04-03,0.31,Hammer Straße,12826.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,0.8991999416958353
2024-04-03,0.31,Hüfferstraße,4770.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.8563677021394146
2024-04-03,0.31,Warendorfer Straße,5704.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,0.9726839447724914
2024-04-03,0.31,Neutor,9129.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,0.8170017638646154
2024-04-03,0.31,"Kanalpromenade, Abschnitt 5",664.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,0.5351931965851331
2024-04-03,0.31,Promenade (in Höhe Hals),8047.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,0.8419273828103865
2024-04-03,0.31,"Kanalpromenade, Abschnitt 1",680.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,0.5052466725840502
2024-04-03,0.31,Lütkenbecker Weg,2260.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,0.7266232776660633
2024-04-03,0.31,Bohlweg,3383.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,0.7776671214099173
2024-04-03,0.31,Kinderhauser Straße,882.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.850780593641535
2024-04-03,0.31,Gasselstiege,2132.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,0.7596437743583995
2024-04-03,0.31,Schmeddingstraße,1884.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.725522287474728
2024-04-03,0.31,Weißenburgstraße,1070.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.8459094319480742
2024-04-03,0.31,"Kanalpromenade, Abschnitt 6",174.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,0.24954577249470986
2024-04-03,0.31,Bismarckallee,4248.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.7797856592380807
2024-04-03,0.31,Coesfelder Kreuz,5055.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.9194971181859454
2024-04-03,0.31,Grevener Straße,1200.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.8746831996313595
2024-04-04,1.1800000000000002,Wolbecker Straße,6893.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,0.7640497476662151
2024-04-04,1.1800000000000002,Promenade (nördlich Salzstraße),11625.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,0.787040376209916
2024-04-04,1.1800000000000002,Hafenstraße,5674.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.8328656684641409
2024-04-04,1.1800000000000002,Gartenstraße,2057.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,0.7581309975835276
2024-04-04,1.1800000000000002,Hammer Straße,11044.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,0.774268217377889
2024-04-04,1.1800000000000002,Hüfferstraße,4135.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.7423648738671864
2024-04-04,1.1800000000000002,Warendorfer Straße,5050.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,0.8611595233346918
2024-04-04,1.1800000000000002,Neutor,8358.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,0.7480009576492996
2024-04-04,1.1800000000000002,"Kanalpromenade, Abschnitt 5",562.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,0.452979783856694
2024-04-04,1.1800000000000002,Promenade (in Höhe Hals),7195.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,0.7527858232037692
2024-04-04,1.1800000000000002,"Kanalpromenade, Abschnitt 1",649.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,0.4822133683927185
2024-04-04,1.1800000000000002,Lütkenbecker Weg,2099.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,0.674859407000472
2024-04-04,1.1800000000000002,Bohlweg,3107.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,0.7142216217028121
2024-04-04,1.1800000000000002,Kinderhauser Straße,815.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.7861521358479037
2024-04-04,1.1800000000000002,Gasselstiege,1997.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,0.7115425034679755
2024-04-04,1.1800000000000002,Schmeddingstraße,1628.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.6269375180514104
2024-04-04,1.1800000000000002,Weißenburgstraße,951.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.7518316540024472
2024-04-04,1.1800000000000002,"Kanalpromenade, Abschnitt 6",185.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,0.26532165466391566
2024-04-04,1.1800000000000002,Bismarckallee,3735.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.685616628355516
2024-04-04,1.1800000000000002,Coesfelder Kreuz,4513.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.8209081096682832
2024-04-04,1.1800000000000002,Grevener Straße,1064.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.7755524370064721
2024-04-05,0.18,Wolbecker Straße,8552.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,0.9479404384218006
2024-04-05,0.18,Promenade (nördlich Salzstraße),13748.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,0.9307725670652838
2024-04-05,0.18,Hafenstraße,6124.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.8989195195055337
2024-04-05,0.18,Gartenstraße,2554.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,0.9413060611707971
2024-04-05,0.18,Hammer Straße,13132.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,0.9206528640534624
2024-04-05,0.18,Hüfferstraße,4852.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.8710893272076393
2024-04-05,0.18,Warendorfer Straße,6161.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,1.050614618468324
2024-04-05,0.18,Neutor,9485.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,0.8488620583038534
2024-04-05,0.18,"Kanalpromenade, Abschnitt 5",795.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,0.6407810109716578
2024-04-05,0.18,Promenade (in Höhe Hals),8764.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,0.9169443995215891
2024-04-05,0.18,"Kanalpromenade, Abschnitt 1",916.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,0.6805969883632206
2024-04-05,0.18,Lütkenbecker Weg,2651.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,0.8523355349967848
2024-04-05,0.18,Bohlweg,3687.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,0.8475491210873087
2024-04-05,0.18,Kinderhauser Straße,880.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.8488513859462028
2024-04-05,0.18,Gasselstiege,2489.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,0.8868449129352985
2024-04-05,0.18,Schmeddingstraße,1914.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.737075190141523
2024-04-05,0.18,Weißenburgstraße,1164.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.9202229708294938
2024-04-05,0.18,"Kanalpromenade, Abschnitt 6",316.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,0.4531980695880938
2024-04-05,0.18,Bismarckallee,4410.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.809523247937838
2024-04-05,0.18,Coesfelder Kreuz,5163.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.9391421604735977
2024-04-05,0.18,Grevener Straße,1283.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.9351821209391953
2024-04-06,0.0,Wolbecker Straße,10162.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,1.126399758564352
2024-04-06,0.0,Promenade (nördlich Salzstraße),16237.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,1.0992838355716477
2024-04-06,0.0,Hafenstraße,6539.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.9598358487992628
2024-04-06,0.0,Gartenstraße,2856.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,1.0526116330085342
2024-04-06,0.0,Hammer Straße,18274.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,1.281146088768883
2024-04-06,0.0,Hüfferstraße,5503.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.9879646676883015
2024-04-06,0.0,Warendorfer Straße,7457.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,1.2716171416845141
2024-04-06,0.0,Neutor,11696.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,1.0467359656217048
2024-04-06,0.0,"Kanalpromenade, Abschnitt 5",2315.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,1.8659220633954565
2024-04-06,0.0,Promenade (in Höhe Hals),10549.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,1.1037022444720725
2024-04-06,0.0,"Kanalpromenade, Abschnitt 1",2696.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,2.0031544548332345
2024-04-06,0.0,Lütkenbecker Weg,3697.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,1.1886399369608123
2024-04-06,0.0,Bohlweg,4450.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,1.0229437452776033
2024-04-06,0.0,Kinderhauser Straße,876.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.8449929705555382
2024-04-06,0.0,Gasselstiege,3288.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,1.1715331754645486
2024-04-06,0.0,Schmeddingstraße,2708.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,1.0428420140560315
2024-04-06,0.0,Weißenburgstraße,1488.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,1.176367509101621
2024-04-06,0.0,"Kanalpromenade, Abschnitt 6",1992.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,2.8568688437325402
2024-04-06,0.0,Bismarckallee,5581.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,1.024478287242874
2024-04-06,0.0,Coesfelder Kreuz,4546.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.8269107614783991
2024-04-06,0.0,Grevener Straße,1440.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,1.0496198395576315
2024-04-07,0.42,Wolbecker Straße,5923.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,0.6565307783877836
2024-04-07,0.42,Promenade (nördlich Salzstraße),10448.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,0.707354653818598
2024-04-07,0.42,Hafenstraße,4762.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,0.6989965303535846
2024-04-07,0.42,Gartenstraße,1774.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,0.653828094172668
2024-04-07,0.42,Hammer Straße,8302.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,0.582033207232093
2024-04-07,0.42,Hüfferstraße,2903.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,0.521181433817761
2024-04-07,0.42,Warendorfer Straße,3908.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,0.6664181024142526
2024-04-07,0.42,Neutor,7987.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,0.7147982350735769
2024-04-07,0.42,"Kanalpromenade, Abschnitt 5",1772.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,1.42825654269406
2024-04-07,0.42,Promenade (in Höhe Hals),7660.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,0.8014370265101977
2024-04-07,0.42,"Kanalpromenade, Abschnitt 1",2095.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,1.5566055574464488
2024-04-07,0.42,Lütkenbecker Weg,2262.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,0.7272663071153253
2024-04-07,0.42,Bohlweg,2759.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,0.6342251220721141
2024-04-07,0.42,Kinderhauser Straße,689.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,0.6646120510419702
2024-04-07,0.42,Gasselstiege,2368.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,0.8437319219890667
2024-04-07,0.42,Schmeddingstraße,1828.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,0.7039568691633773
2024-04-07,0.42,Weißenburgstraße,855.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,0.6759369759958911
2024-04-07,0.42,"Kanalpromenade, Abschnitt 6",1637.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,2.3477381009990808
2024-04-07,0.42,Bismarckallee,3395.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,0.6232044051584944
2024-04-07,0.42,Coesfelder Kreuz,3183.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,0.5789830518666398
2024-04-07,0.42,Grevener Straße,1060.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,0.7726368263410343
2024-04-08,0.04,Wolbecker Straße,11702.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,1.2970999778311403
2024-04-08,0.04,Promenade (nördlich Salzstraße),20091.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,1.3602088772845953
2024-04-08,0.04,Hafenstraße,8145.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,1.1955747038492117
2024-04-08,0.04,Gartenstraße,3820.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,1.4079049152985297
2024-04-08,0.04,Hammer Straße,18846.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,1.321247629907977
2024-04-08,0.04,Hüfferstraße,9212.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,1.65384890400593
2024-04-08,0.04,Warendorfer Straße,7990.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,1.3625078398899382
2024-04-08,0.04,Neutor,17338.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,1.5516679353581666
2024-04-08,0.04,"Kanalpromenade, Abschnitt 5",1614.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,1.3009063543500072
2024-04-08,0.04,Promenade (in Höhe Hals),14293.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,1.4954229007715738
2024-04-08,0.04,"Kanalpromenade, Abschnitt 1",1729.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,1.28466396602621
2024-04-08,0.04,Lütkenbecker Weg,4438.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,1.4268823479123844
2024-04-08,0.04,Bohlweg,5619.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,1.2916676190370457
2024-04-08,0.04,Kinderhauser Straße,1454.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,1.402533994506567
2024-04-08,0.04,Gasselstiege,4140.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,1.4751056406396688
2024-04-08,0.04,Schmeddingstraße,3607.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,1.3890439973043227
2024-04-08,0.04,Weißenburgstraße,1871.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,1.4791556515652773
2024-04-08,0.04,"Kanalpromenade, Abschnitt 6",723.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,1.0369057098487082
2024-04-08,0.04,Bismarckallee,8662.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,1.5900431686252956
2024-04-08,0.04,Coesfelder Kreuz,10673.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,1.9414031142232633
2024-04-08,0.04,Grevener Straße,1976.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,1.4403116687263053
2024-04-09,0.36,Wolbecker Straße,10582.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,1.1729543638189306
2024-04-09,0.36,Promenade (nördlich Salzstraße),17973.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,1.2168151984189952
2024-04-09,0.36,Hafenstraße,7253.0,POINT (7.62974 51.95426),7.62974,51.95426,6812.623229461757,1.0646412924516062
2024-04-09,0.36,Gartenstraße,3502.0,POINT (7.635686416805148 51.97154102512242),7.635686416805148,51.97154102512242,2713.2514124293784,1.2907023595223692
2024-04-09,0.36,Hammer Straße,15958.0,POINT (7.62631 51.95462),7.62631,51.95462,14263.790960451977,1.1187769117091952
2024-04-09,0.36,Hüfferstraße,7994.0,POINT (7.61094 51.9617),7.61094,51.9617,5570.037249283668,1.4351789121388847
2024-04-09,0.36,Warendorfer Straße,7505.0,POINT (7.63768 51.96185),7.63768,51.96185,5864.186440677966,1.279802420322151
2024-04-09,0.36,Neutor,15878.0,POINT (7.615511 51.966988),7.615511,51.966988,11173.782485875707,1.4210049300736514
2024-04-09,0.36,"Kanalpromenade, Abschnitt 5",1056.0,POINT (7.64893 51.91717),7.64893,51.91717,1240.6734693877552,0.8511506258944286
2024-04-09,0.36,Promenade (in Höhe Hals),12202.0,POINT (7.6239339 51.9568468),7.6239339,51.9568468,9557.831428571428,1.2766494252581504
2024-04-09,0.36,"Kanalpromenade, Abschnitt 1",1255.0,POINT (7.66207 51.9798853),7.66207,51.9798853,1345.877245508982,0.9324773148426221
2024-04-09,0.36,Lütkenbecker Weg,3430.0,POINT (7.651947 51.949545),7.651947,51.949545,3110.277456647399,1.1027955054843348
2024-04-09,0.36,Bohlweg,5140.0,POINT (7.638286 51.966436),7.638286,51.966436,4350.190340909091,1.1815574945453666
2024-04-09,0.36,Kinderhauser Straße,1285.0,POINT (7.613773 51.978652),7.613773,51.978652,1036.6950146627566,1.2395159442509893
2024-04-09,0.36,Gasselstiege,3446.0,POINT (7.606586 51.979387),7.606586,51.979387,2806.578651685393,1.2278294776918597
2024-04-09,0.36,Schmeddingstraße,3019.0,POINT (7.59211 51.956734),7.59211,51.956734,2596.75,1.16260710503514
2024-04-09,0.36,Weißenburgstraße,1772.0,POINT (7.619567 51.942891),7.619567,51.942891,1264.9108280254777,1.4008892648710163
2024-04-09,0.36,"Kanalpromenade, Abschnitt 6",286.0,POINT (7.650465 51.887739),7.650465,51.887739,697.2668711656441,0.41017293639935065
2024-04-09,0.36,Bismarckallee,7534.0,POINT (7.6179789 51.9562088),7.6179789,51.9562088,5447.650837988826,1.3829814399010594
2024-04-09,0.36,Coesfelder Kreuz,10081.0,POINT (7.5995429 51.9649268),7.5995429,51.9649268,5497.570247933884,1.8337191787205769
2024-04-09,0.36,Grevener Straße,1709.0,POINT (7.612012 51.979612),7.612012,51.979612,1371.9252873563219,1.2456946568083278
2024-04-10,0.0,Wolbecker Straße,12709.0,POINT (7.636356 51.95921),7.636356,51.95921,9021.66386554622,1.4087201861439038
2024-04-10,0.0,Promenade (nördlich Salzstraße),20871.0,POINT (7.634015197473532 51.960595599885565),7.634015197473532,51.960595599885565,14770.525568181818,1.4130167476883575
