Datum,Niederschlag_mm,Station,Zaehldaten,lon,lat
2024-01-09,0.0,Bismarckallee,5749.0,7.6179789,51.9562088
2024-01-09,0.0,Bismarckallee,5749.0,7.612099384765322,51.953857687043225
2024-01-09,0.0,Coesfelder Kreuz,6730.0,7.5995429,51.9649268
2024-01-09,0.0,Grevener Straße,1283.0,7.612012,51.979612
2024-01-10,0.0,Wolbecker Straße,9032.0,7.636356,51.95921
2024-01-10,0.0,Promenade (nördlich Salzstraße),14379.0,7.634015197473532,51.960595599885565
2024-01-10,0.0,Hafenstraße,6968.0,7.62974,51.95426
2024-01-10,0.0,Gartenstraße,3025.0,7.635686416805148,51.97154102512242
2024-01-10,0.0,Hammer Straße,13952.0,7.62631,51.95462
2024-01-10,0.0,Hüfferstraße,6534.0,7.61094,51.9617
2024-01-10,0.0,Hüfferstraße,6534.0,7.610067639341043,51.96158048107171
2024-01-10,0.0,Warendorfer Straße,6583.0,7.63768,51.96185
2024-01-10,0.0,Neutor,13433.0,7.615511,51.966988
2024-01-10,0.0,Neutor,13433.0,7.6153886638541985,51.96707241051129
2024-01-10,0.0,"Kanalpromenade, Abschnitt 5",784.0,7.64893,51.91717
2024-01-10,0.0,Promenade (in Höhe Hals),9755.0,7.6239339,51.9568468
2024-01-10,0.0,"Kanalpromenade, Abschnitt 1",772.0,7.66207,51.9798853
2024-01-10,0.0,Lütkenbecker Weg,2551.0,7.651947,51.949545
2024-01-10,0.0,Goldstraße,1385.0,7.636264,51.967438
2024-01-10,0.0,Goldstraße,1385.0,7.637027139079827,51.968020449618386
2024-01-10,0.0,Bohlweg,4231.0,7.638286,51.966436
2024-01-10,0.0,Bohlweg,4231.0,7.639231349153692,51.96662392485169
2024-01-10,0.0,Kinderhauser Straße,1079.0,7.613773,51.978652
2024-01-10,0.0,Gasselstiege,2717.0,7.606586,51.979387
2024-01-10,0.0,Gasselstiege,2717.0,7.5890948527366735,51.993285797986395
2024-01-10,0.0,Schmeddingstraße,2493.0,7.59211,51.956734
2024-01-10,0.0,Schmeddingstraße,2493.0,7.591119585875852,51.95759316378006
2024-01-10,0.0,Weißenburgstraße,1412.0,7.619567,51.942891
2024-01-10,0.0,Weißenburgstraße,1412.0,7.619684341846338,51.942709589703966
2024-01-10,0.0,"Kanalpromenade, Abschnitt 6",170.0,7.650465,51.887739
2024-01-10,0.0,Bismarckallee,6205.0,7.6179789,51.9562088
2024-01-10,0.0,Bismarckallee,6205.0,7.612099384765322,51.953857687043225
2024-01-10,0.0,Coesfelder Kreuz,7531.0,7.5995429,51.9649268
2024-01-10,0.0,Grevener Straße,1273.0,7.612012,51.979612
2024-01-11,0.0,Wolbecker Straße,8840.0,7.636356,51.95921
2024-01-11,0.0,Promenade (nördlich Salzstraße),14386.0,7.634015197473532,51.960595599885565
2024-01-11,0.0,Hafenstraße,6940.0,7.62974,51.95426
2024-01-11,0.0,Gartenstraße,2798.0,7.635686416805148,51.97154102512242
2024-01-11,0.0,Hammer Straße,13254.0,7.62631,51.95462
2024-01-11,0.0,Hüfferstraße,6483.0,7.61094,51.9617
2024-01-11,0.0,Hüfferstraße,6483.0,7.610067639341043,51.96158048107171
2024-01-11,0.0,Warendorfer Straße,6308.0,7.63768,51.96185
2024-01-11,0.0,Neutor,12817.0,7.615511,51.966988
2024-01-11,0.0,Neutor,12817.0,7.6153886638541985,51.96707241051129
2024-01-11,0.0,"Kanalpromenade, Abschnitt 5",764.0,7.64893,51.91717
2024-01-11,0.0,Promenade (in Höhe Hals),9733.0,7.6239339,51.9568468
2024-01-11,0.0,"Kanalpromenade, Abschnitt 1",683.0,7.66207,51.9798853
2024-01-11,0.0,Lütkenbecker Weg,2542.0,7.651947,51.949545
2024-01-11,0.0,Goldstraße,1268.0,7.636264,51.967438
2024-01-11,0.0,Goldstraße,1268.0,7.637027139079827,51.968020449618386
2024-01-11,0.0,Bohlweg,4328.0,7.638286,51.966436
2024-01-11,0.0,Bohlweg,4328.0,7.639231349153692,51.96662392485169
2024-01-11,0.0,Kinderhauser Straße,912.0,7.613773,51.978652
2024-01-11,0.0,Gasselstiege,2530.0,7.606586,51.979387
2024-01-11,0.0,Gasselstiege,2530.0,7.5890948527366735,51.993285797986395
